time,forcing
1750,0.29756832829343
1751,0.2862662105098934
1752,0.2614372315658101
1753,0.2242357792210598
1754,0.1841779512630242
1755,0.1395949331969072
1756,-0.1142364704088881
1757,0.042486723726142
1758,0.1861527799169499
1759,0.2682246585483623
1760,0.3004665370808007
1761,0.3030813210763191
1762,-0.7189536632056581
1763,-0.4391274424260874
1764,-0.0167081250528876
1765,0.1063024166524382
1766,-0.2191449410843917
1767,-0.261866534123459
1768,0.0720760468816914
1769,0.2602648880822827
1770,0.1869410166016664
1771,0.2488941341664242
1772,0.3013636033480311
1773,0.2911214456180304
1774,0.2479967596005679
1775,0.2237451729155248
1776,0.2090345174811031
1777,0.2106298521610589
1778,0.2532853993585978
1779,0.3315934466571855
1780,0.3686964735226888
1781,0.3751991892916631
1782,0.3540450726671459
1783,-1.670917456416551
1784,-3.7932903644176257
1785,-1.433210736009398
1786,-0.516540805435524
1787,-0.0707645549723163
1788,0.1934401504577362
1789,0.3530913217505337
1790,0.4056336854204296
1791,0.4098657065057159
1792,0.399964350078653
1793,0.3711222577860179
1794,0.3240593568165194
1795,0.2945365875360756
1796,0.1224998772421576
1797,-0.0151953530346514
1798,0.0824345592295064
1799,0.1799810681086575
1800,0.2290258681492201
1801,0.2765069378508863
1802,0.308997725479244
1803,0.3342308107726742
1804,0.3431964041472876
1805,0.3277452202734225
1806,0.3187350261094008
1807,0.2974653242301195
1808,0.2668348582358712
1809,-3.6919737116207503
1810,-2.5361091438046075
1811,-0.7529388325522576
1812,-0.0811020283048241
1813,0.1580234881696137
1814,0.243612732647097
1815,-3.61155369412795
1816,-4.694084238920969
1817,-1.5704528411081131
1818,-0.3330900395026499
1819,0.0869139749480435
1820,0.209563251604527
1821,0.1313125829349447
1822,0.1273422224900107
1823,-0.2411338170178877
1824,0.0418771561540159
1825,0.2219725298831397
1826,0.3166983631140024
1827,0.3581222466051934
1828,0.3610902382827333
1829,0.3606287080750889
1830,0.3392608053708049
1831,-2.377011609702294
1832,-1.5688805131284305
1833,-0.3865023464900629
1834,0.0509361230975481
1835,-1.73468938712666
1836,-1.015349073219833
1837,-0.0778639081590796
1838,0.2605709329098178
1839,0.3626549735720401
1840,0.3770606877528761
1841,0.3562468321061286
1842,0.3282334624684653
1843,0.3071537165764881
1844,0.2915958052441264
1845,0.2820121715805963
1846,0.0980966919494134
1847,0.1668282999640329
1848,0.2596267450440652
1849,0.3095064447839678
1850,0.3305731734869206
1851,0.3408216856497718
1852,0.341398901841913
1853,0.1503418716941658
1854,0.0900640237442856
1855,0.2326932111587308
1856,0.2419747412755055
1857,0.0610756282548541
1858,0.2241819800165856
